lang,tweet_id,possibly_sensitive,created_at,text,type,withheld.copyright,withheld.country_codes
en,1465625142264926210,False,2021-11-30T10:13:58.000Z,truly the best feeling watching a marvel movie on a cinema🥲 i gotta go see black widow and shang chi too,,,
en,1465624909527207944,False,2021-11-30T10:13:03.000Z,One fan has picked up on this mistake. https://t.co/4ALZEWk9f7,,,
en,1465624585613844483,False,2021-11-30T10:11:45.000Z,It depends on how you look at it. From a general public perspective Iron Man Cap Thor Spider-Man Black Panther Black Widow for Marvel and Supes Batman WW Flash Aquaman for DC so Marvel might win. But from a fan standpoint it does end up being a tie https://t.co/rBWrZIHNyf,quoted,,
en,1465623735319236610,False,2021-11-30T10:08:23.000Z,so is black widow before endgame pt 1?,,,
en,1465623209013829635,False,2021-11-30T10:06:17.000Z,@GailSimone Canary and Widow: Back in Black Back to Back?,replied_to,,
en,1465622341606543368,False,2021-11-30T10:02:50.000Z,to clarify: sam as captain america with black widow❕,replied_to,,
en,1465622104561242115,False,2021-11-30T10:01:54.000Z,"imagine how powerful captain america and black widow could have been as a power couple in the mcu, them leading the avengers together omfg  https://t.co/Rpkva1oLuh",,,
en,1465621635579449350,True,2021-11-30T10:00:02.000Z,"Horny Black Widow Atlanta has a Special way to Extr💦ct what she wants for you.

Full Anal/DP Video👉https://t.co/0Nk8givkkC👈

@BabeHeavenTV @Wetgirlslive @the_real_winsaw @boobyrobbie @Mikeymikeynwa @camangelspromo @Loveporngirlz18 @UKBabeChannels @henrydave32 @ForTheLoveOfP18 https://t.co/nN1PBuE5Tm",,,
en,1465621404720582661,False,2021-11-30T09:59:07.000Z,black widow fucked iron man against a wall,,,
da,1465621385749925890,False,2021-11-30T09:59:02.000Z,"Kamen Rider Revi &gt; Venom
Kamen Rider Vice &gt; Deadpool
Kamen Rider Demons &gt; Spider-Man
Kamen Rider Evil &gt; Batman
Kamen Rider Live &gt; Batman
Kamen Rider Jeanne &gt; Black Widow",,,
en,1465621263762690049,False,2021-11-30T09:58:33.000Z,"8. Black Widow

It's less about Black Widow’s skills as an assassin and, as Johansson has played her throughout the series, more about her soul.

Please enjoy our Top Movies of 2021: https://t.co/Wg91GUdR5G 

#BlackWidow #MCU #Marvel #action #movies #movie #film #review https://t.co/GFfv2y6kYP",,,
in,1465620894374457348,False,2021-11-30T09:57:05.000Z,"wandavision, tfatws, loki, what if, black widow, sisanya belum nonton karena uas di depan mata https://t.co/avFzv0A2CZ",quoted,,
en,1465620826468667394,False,2021-11-30T09:56:49.000Z,"Good wandanat 
Scarlet witch + black widow 
Fic recommendation? In trying to find one's that are about 5 chapters+ 

Thanksss",,,
fr,1465618451976921090,False,2021-11-30T09:47:23.000Z,"Une femme de 55kgs qui met une branlée à un homme de 95kgs, ça n’existe que dans Black Widow ou WonderWoman.
Dans la vraie vie, c’est impossible donc ne soyez pas naïves🙏. Ça peut vous coûter la vie https://t.co/HwFFNyFUJH",quoted,,
en,1465618110581329920,False,2021-11-30T09:46:02.000Z,ok so its not that Black Widow was quiet. Disney + just sucks ass. everything is so quiet at 100% volume whereas with netflix i can sit at 50% and hear perfectly https://t.co/douRUlMY7s,quoted,,
en,1465617673228746753,False,2021-11-30T09:44:17.000Z,Finally watching black widow,,,
en,1465617630824329228,False,2021-11-30T09:44:07.000Z,"Just bought Black Widow @PixelPOPWorld 
.
#NFTCommunity #nftcollector #nftpixelart 
.
https://t.co/PvvF2ocmzm",,,
en,1465617114497175554,False,2021-11-30T09:42:04.000Z,"#NowPlaying
Smells Like Teen Spirit
Malia J
Smells Like Teen Spirit
https://t.co/96jkUHEKvK

One of the best things to come out of the black widow movie... Maybe the only good thing https://t.co/isiYkie5ib",,,
en,1465616788771594245,False,2021-11-30T09:40:46.000Z,@MenschOhneMusil Sounds like a noir flic where the Black Widow sorts out/terminates superfluous males in her game plan.,replied_to,,
en,1465615932584202243,False,2021-11-30T09:37:22.000Z,@GailSimone Harley Quinn &amp; Yelena Belova (the latter from the MCU Black Widow movie),replied_to,,
en,1465614513080778759,False,2021-11-30T09:31:44.000Z,"NEGROMANCER 2.0: Review: ""BLACK WIDOW"" is Dark Drama and Spectacula... https://t.co/kCj9xPWCQH",,,
en,1465614274630459398,False,2021-11-30T09:30:47.000Z,@mungAFC @n_kalathakis I find them boring 😌 but this Shanghi one seems good so far. Black widow I stopped after 45 mins awful lol.,replied_to,,
en,1465613698345566210,False,2021-11-30T09:28:30.000Z,"BLACK WIDOW 1999, ISSUE 3 https://t.co/sb1f3q95G8",,,
en,1465612831437606912,False,2021-11-30T09:25:03.000Z,"@zenreye @HYPEX Well... no the marvel cinematic universe thor is 1000% better than comic one, that also applies to iron man, black widow and hulk",replied_to,,
en,1465612496111214597,False,2021-11-30T09:23:43.000Z,black widow https://t.co/nUlKS1cmsk,,,
tl,1465612175699968003,False,2021-11-30T09:22:27.000Z,skip ko muna daw black widow sabi ni mishoy :p,,,
tr,1465611905381257219,False,2021-11-30T09:21:22.000Z,"Gerizekalılar… Madem yeni nesil savaş uçağı F35 alamaz hale getirdiniz ülkeyi, karıştırarak çöplüklerini F4F Wildcat, F4U Corsair, F6F Hellcat, F8F Bearcat, P-38 Lightning, P-61 Black Widow ya da Curtiss P-40 Warhawk, P-47 Thunderbolt ve belki P-51 Mustang da bulup verirler. ABV https://t.co/6gkJfo0AKU",quoted,False,['TR']
en,1465611767275409417,False,2021-11-30T09:20:49.000Z,do you think Black Widow and Captain America are dating? I mean they are always together?? https://t.co/VEXqXZOBBX,quoted,,
en,1465611230677110784,False,2021-11-30T09:18:41.000Z,"@GailSimone Black Widow and Canary. Why, I dont know. It seems like they would be great sparring friends who can occasionally judge and people watch. It makes me giggle the more I think about it.",replied_to,,
en,1465610598213844994,False,2021-11-30T09:16:10.000Z,"I'm on a mission for the next 17 days.

I gotta watch;
Wanda-Vision (1 ep left)
Falcon &amp; Winter Soldier 
Loki
Black Widow
Eternals
Shang-Chi
Venom
Venom 2 

So I can be caught up for this Spiderman movie. I want all the context lol I just wanna be caught up",,,
en,1465609335694934019,False,2021-11-30T09:11:09.000Z,"Prove not all Heroes wear Capes: Iron Man, Spider-Man, Captain America, Hulk, Black Widow, Hawkeye, Captain Marvel, Black Panther, Ant-Man and all of the Guardians of the Galaxy.",,,
en,1465608394832809987,False,2021-11-30T09:07:25.000Z,black widow (2021) https://t.co/N8WQ6S4CTE,,,
en,1465608326318804995,False,2021-11-30T09:07:09.000Z,"@Arkwulf I can’t wait til we get a Hawkeye and Black Widow show, with Hawkeye and Black Widow as BFFs. But not that Hawkeye and Black Widow, the other Hawkeye and Black Widow. They can call it Hawkeye and Black Widow, or Black Widow and Hawkeye.",replied_to,,
en,1465607257366962178,False,2021-11-30T09:02:54.000Z,"Is there a study that shows an increase in crime by young men correlating to the time Jodie Whittaker was cast? And does this mean that there’s a decrease in young women being pushed into crime due to Doctor Who, Captain Marvel and Black Widow? https://t.co/zY4fpcNg9M",quoted,,
en,1465605971368099844,False,2021-11-30T08:57:47.000Z,"Check out my new NFT on OpenSea! https://t.co/t5EQGauWX3 via @opensea  
Black Widow | Bow | Costume: 127",,,
en,1465604963174920195,False,2021-11-30T08:53:47.000Z,@marnujezycie hawkeye i black widow,replied_to,,
en,1465604702880546820,False,2021-11-30T08:52:45.000Z,Went intae a site up a mountain aboot 4 in the morning...opened the gate and went in...wis telt that their wis mountain lions in the area...opened the site and the room wis just full of black widow spiders...so ah had a screwdriver (still got it) long wan and spent aboot 40 mins,replied_to,,
en,1465604093720686592,False,2021-11-30T08:50:20.000Z,Zora Salazar almost cried in the theatre when we watched Black Widow.,,,
en,1465603639251247109,False,2021-11-30T08:48:31.000Z,In reply they taught me how tae deal wi black widow spins...which absolutely terrified me...when they telt me the broon bland females were the worst...no sure if they were noising me up but jings crivvens...few funny stories aboot the spins anaw...bastarts 😂😎😂,replied_to,,
en,1465602927444254720,False,2021-11-30T08:45:42.000Z,Black Widow https://t.co/9GcJUh3EOI,quoted,,
en,1465602745096814596,False,2021-11-30T08:44:58.000Z,Black widow emang paling WOW🤩 https://t.co/DHjcO1c7ps,quoted,,
en,1465601510847438851,False,2021-11-30T08:40:04.000Z,Black Widow was so good!,,,
de,1465600514872201217,False,2021-11-30T08:36:06.000Z,@fuckingQueen86 Oh ja. Hatte ich gerade dieses Jahr bei Black Widow. Allein im Kino und später allein bei Disney+. Das ist echt kacke.,replied_to,,
en,1465600255534243842,False,2021-11-30T08:35:05.000Z,"@heyNosa I honestly don't know, but see Hollywood in modern times, they can do and undo. See Taskmaster in Black Widow for example that they made female. Hollywood has had a habit of retconning male characters as female",replied_to,,
en,1465600037086502917,False,2021-11-30T08:34:13.000Z,"That's true, Reminde me Original black widow. https://t.co/7uXO7Faamo",quoted,,
en,1465599017690320897,False,2021-11-30T08:30:09.000Z,something about having the intimidating fearsome black widow and imposing captain america raise their hands like children is so funny to me jsjssh also look at Nat’s tiny hand she’s so cute https://t.co/SWiCQH4iGZ,quoted,,
en,1465598408282935297,False,2021-11-30T08:27:44.000Z,"BLACK WIDOW: THE THINGS THEY SAY ABOUT HER 2005, ISSUE 1 https://t.co/cvQmChvj34",,,
en,1465598219170287619,False,2021-11-30T08:26:59.000Z,"Natasha Romanoff || Black Widow

LEWD Based Portrayal
 
NSFW/LEWD Themes Account 

Minors Do NOT Enter || 18+ 

MultiShip || Bisexual [Heavy Male Lean] https://t.co/MVxcNG8xdr",,,
en,1465598158579322888,False,2021-11-30T08:26:45.000Z,"immense pride, constant worry and fear, anxiety while they’re gone off saving the world, jealousy knowing millions desire them, intense loving ‘tg you’re okay’ sex…also soft cuddle nights with nat and then nights when you get to be the one who controls the black widow 😏 https://t.co/NuNwO4kNeo",quoted,,
en,1465597659641794560,False,2021-11-30T08:24:46.000Z,black widow is already in box office? must have been a trash movie,,,
es,1465597526019506177,False,2021-11-30T08:24:14.000Z,Wtf gente termine de ver Black widow y no entiendo nada,,,
en,1465596401014947841,False,2021-11-30T08:19:46.000Z,"@RoyalTerrier @TessH420 Ooh, a black widow bangle. How ‘classy’ just like Meg 🤣🤣",replied_to,,
en,1465595881944723457,False,2021-11-30T08:17:42.000Z,@wasexplaining Black widow got more justice in the winter soldier than she did in her own movie. Pointing that out isnt giving black widow some unreasonable standard.,replied_to,,
en,1465595516444626944,False,2021-11-30T08:16:15.000Z,"@Fabio_JRogue @MCU_Direct No, black widow premiere on Disney + was at the same day the film comes out in theaters and shang chi took 2 months and a few days to be released on Disney +",replied_to,,
sv,1465595500162428935,False,2021-11-30T08:16:11.000Z,"Är det inte lite väl provocerande utnämna ""The Black Widow"" till minister?",,,
en,1465594967578005504,False,2021-11-30T08:14:04.000Z,Just watched black widow and the “don’t say that” tik tok audio ruined the moment of the scene 😭,,,
en,1465594249425010694,False,2021-11-30T08:11:13.000Z,"there's no one better to have on your side in a world of gods and super soldiers and a hulk, if you will. i can't wait to see where black widow goes next and what she has coming up for herself. she's the best. love you, scarlett johansson.",,,
en,1465594170882592771,False,2021-11-30T08:10:54.000Z,@DE_khdije Black widow?,replied_to,,
en,1465594048694173700,False,2021-11-30T08:10:25.000Z,Black widow is sleepy https://t.co/So1oVgJOGQ,,,
en,1465593921292152832,True,2021-11-30T08:09:54.000Z,Wouldn't normally watch a #Marvel production but #beerandfilmnight are big fans of Florence Pugh and that was just about enough for us to watch Black Widow (2021 - Cate Shortland) https://t.co/HAdzlyWa6T,,,
en,1465593734305779712,False,2021-11-30T08:09:10.000Z,Honestly shocked that wasn't Felicia day playing black widow tho,replied_to,,
en,1465593084721315843,False,2021-11-30T08:06:35.000Z,Black widow should of lived,,,
en,1465592744575909888,False,2021-11-30T08:05:14.000Z,"Just published on #onlyfans a new hot picture with Black.widow.v (find her on #Instagram)
LAST DAY WITH -25%
https://t.co/7c8BF9NRYM --&gt; 600+ pictures with 25+ models
free account with ppv sets --&gt; https://t.co/F8Qj4tzB2v
I'm also on #Fansly, with 2 tiers: https://t.co/UgcLr3zEZM https://t.co/3iS8jEMtpT",,,
en,1465592145180430336,False,2021-11-30T08:02:51.000Z,"I love Civil War so much. It set up so many MCU films and series. Love to see it.

WandaVision.
Spider-Man.
Black Panther.
Falcon and the Winter Soldier.
My absolute favorite: Ant-Man.
Black Widow of course. 

Not gonna mention the direct sequels and others but wow.",,,
ja,1465588548090806276,False,2021-11-30T07:48:33.000Z,"@YAPIMARU_YT @Rairairai_YT11 かわいい...
その後ろのキーボード　black widow 　が輝いていてかっけぇ...🤤",replied_to,,
th,1465588219274096642,False,2021-11-30T07:47:15.000Z,@thursdaeblue ได้ข่าวว่าปังกว่า black widow เยอะ จิงมั้ย,replied_to,,
en,1465586414419128325,False,2021-11-30T07:40:05.000Z,Now playing: Black Widow Spider by Parquet Courts,,,
en,1465586251084357636,False,2021-11-30T07:39:26.000Z,@ScienceBotikus Whoa! Did you know:  Female black widow spiders eat the males after mating. @ScienceBotikus,replied_to,,
en,1465585466485272577,False,2021-11-30T07:36:19.000Z,Jiselle and I watched Shang Chi and Black Widow tonight,,,
vi,1465585348390502402,False,2021-11-30T07:35:50.000Z,"Nhan sắc sắc sảo của Scarlett Johansson ở tuổi 15 trong bộ phim 'My Brother The Pig' (1999)
-
👑 Xem ""BLACK WIDOW"" 𝐅𝐔𝐋𝐋: https://t.co/v5Q4TiPdat
👑 Follow Phim Hays để cập nhật nhanh nhất
#phimhays #phim #review https://t.co/qzFSY0ptgf",,,
en,1465585325401690117,False,2021-11-30T07:35:45.000Z,"8. Marvel's Avengers
the infamous Avengers game is...honestly not that bad people been giving it a lot of shit but to me it's really fun a little repetitive at times but I can get past it so far I really love Kate Bishop, Ms. Marvel and Black Widow I can't wait for Spider-Man https://t.co/dldWuiseGn",replied_to,,
en,1465584841152507904,False,2021-11-30T07:33:50.000Z,@wasexplaining If a character is meh people wont rock with it. Whether its a man or woman. Captain marvel's character wasnt interesting and the black widow movie didnt do the her justice. Even thor 2 got its share of shtick till thor 3. There are lots of loved characters who are female leads. https://t.co/1MjAqn3wxp,replied_to,,
und,1465584613917483008,False,2021-11-30T07:32:55.000Z,นึกว่าทำแบบมใน Black Widow,,,
en,1465583999267401735,False,2021-11-30T07:30:29.000Z,i was made in a place like this. i will not die here. i remember. i thrive. i am the black widow. and even death cannot take that from me.,,,
en,1465583508466933761,False,2021-11-30T07:28:32.000Z,"@Greymarvin_ you know female standalone heroines get too much hate😂 captain marvel, black widow",replied_to,,
tl,1465583441530224640,False,2021-11-30T07:28:16.000Z,Unta ako lang gyapon isa karon sa black widow HAHAHAH,,,
en,1465582872748720134,False,2021-11-30T07:26:00.000Z,"🧸 7 Day's Challenge For Kids 🧸

DAY 7 : SuperHero🦹🏻‍♀️

""If it's the last thing i'll do on earth... i'll make it something good."" – Natasha Romanroff

───────────────♡
In Frame : Kyu as Natasha and Yelena, Black Widow ( fluffyksj ) 

#wharffashionchallenge #ZEPETO https://t.co/PB1yCFobBv",,,
en,1465582434506915850,False,2021-11-30T07:24:16.000Z,Alice Cooper - The Black Widow https://t.co/m7493OmdAF,,,
en,1465582305334874117,False,2021-11-30T07:23:45.000Z,the bar scene with hulk and black widow. bye i cannot watch this shit.,,,
in,1465581279894671364,False,2021-11-30T07:19:40.000Z,kutinggal nonton black widow,,,
en,1465581129348440067,False,2021-11-30T07:19:05.000Z,vi is the reason black widow got pushed back,,,
en,1465580621762228227,False,2021-11-30T07:17:04.000Z,Why the fuck is black widow so quiet at the start. Like dude my laptop is turned all the way up as is the player volume. I can barely hear it,,,
en,1465580281826459650,False,2021-11-30T07:15:43.000Z,Watching black widow https://t.co/iYM9y3MuHQ,,,
en,1465580243285000196,False,2021-11-30T07:15:33.000Z,"Hawkeye Executive Producer Trinh Tran Opens Up About Clint's Grief Over Black Widow "" Exclusive https://t.co/rbULXlviMr #movies #boxoffice",,,
en,1465579654375481345,False,2021-11-30T07:13:13.000Z,; +40 notifications. what happen last night ? the first time on twitter that I have so many notifications. maybe my natasha is becoming a good black widow ? idk but thanks for notifications guys.,,,
